gene_id	Geneid	locus_tag	gene_biotype	product	db_xref
FGSG_04206	gene:FGSG_04206	FGSG_04206	protein_coding	uncharacterized protein	GeneID:23551466
FGSG_04207	gene:FGSG_04207	FGSG_04207	protein_coding	uncharacterized protein	GeneID:23551467
FGSG_04208	gene:FGSG_04208	FGSG_04208	protein_coding	uncharacterized protein	GeneID:23551468
FGSG_04209	gene:FGSG_04209	FGSG_04209	protein_coding	uncharacterized protein	GeneID:23551469
FGSG_04210	gene:FGSG_04210	FGSG_04210	protein_coding	uncharacterized protein	GeneID:23551470
FGSG_04211	gene:FGSG_04211	FGSG_04211	protein_coding	uncharacterized protein	GeneID:23551471
FGSG_04212	gene:FGSG_04212	FGSG_04212	protein_coding	uncharacterized protein	GeneID:23551472
FGSG_04213	gene:FGSG_04213	FGSG_04213	protein_coding	uncharacterized protein	GeneID:23551473
FGSG_04214	gene:FGSG_04214	FGSG_04214	protein_coding	glutathione-independent formaldehyde dehydrogenase	GeneID:23551474
FGSG_04215	gene:FGSG_04215	FGSG_04215	protein_coding	uncharacterized protein	GeneID:23551475
FGSG_04216	gene:FGSG_04216	FGSG_04216	protein_coding	uncharacterized protein	GeneID:23551476
FGSG_04217	gene:FGSG_04217	FGSG_04217	protein_coding	uncharacterized protein	GeneID:23551477
FGSG_04218	gene:FGSG_04218	FGSG_04218	protein_coding	uncharacterized protein	GeneID:23551478
FGSG_04219	gene:FGSG_04219	FGSG_04219	protein_coding	uncharacterized protein	GeneID:23551479
FGSG_04220	gene:FGSG_04220	FGSG_04220	protein_coding	uncharacterized protein	GeneID:23551480
FGSG_04221	gene:FGSG_04221	FGSG_04221	protein_coding	uncharacterized protein	GeneID:23551481
FGSG_04222	gene:FGSG_04222	FGSG_04222	protein_coding	uncharacterized protein	GeneID:23551482
FGSG_04223	gene:FGSG_04223	FGSG_04223	protein_coding	aldehyde reductase 1	GeneID:23551483
FGSG_04224	gene:FGSG_04224	FGSG_04224	protein_coding	uncharacterized protein	GeneID:23551484
FGSG_04225	gene:FGSG_04225	FGSG_04225	protein_coding	uncharacterized protein	GeneID:23551485
FGSG_04226	gene:FGSG_04226	FGSG_04226	protein_coding	uncharacterized protein	GeneID:23551486
FGSG_04227	gene:FGSG_04227	FGSG_04227	protein_coding	uncharacterized protein	GeneID:23551487
FGSG_04228	gene:FGSG_04228	FGSG_04228	protein_coding	uncharacterized protein	GeneID:23551488
FGSG_04229	gene:FGSG_04229	FGSG_04229	protein_coding	uncharacterized protein	GeneID:23551489
FGSG_04230	gene:FGSG_04230	FGSG_04230	protein_coding	uncharacterized protein	GeneID:23551490
FGSG_04231	gene:FGSG_04231	FGSG_04231	protein_coding	uncharacterized protein	GeneID:23551491
FGSG_04232	gene:FGSG_04232	FGSG_04232	protein_coding	UDP-glucose 6-dehydrogenase	GeneID:23551492
FGSG_04233	gene:FGSG_04233	FGSG_04233	protein_coding	uncharacterized protein	GeneID:23551493
FGSG_04234	gene:FGSG_04234	FGSG_04234	protein_coding	uncharacterized protein	GeneID:23551494
FGSG_04235	gene:FGSG_04235	FGSG_04235	protein_coding	uncharacterized protein	GeneID:23551495
FGSG_04236	gene:FGSG_04236	FGSG_04236	protein_coding	uncharacterized protein	GeneID:23551496
FGSG_04237	gene:FGSG_04237	FGSG_04237	protein_coding	phosphatidate cytidylyltransferase	GeneID:23551497
FGSG_04238	gene:FGSG_04238	FGSG_04238	protein_coding	uncharacterized protein	GeneID:23551498
FGSG_04239	gene:FGSG_04239	FGSG_04239	protein_coding	uncharacterized protein	GeneID:23551499
FGSG_04240	gene:FGSG_04240	FGSG_04240	protein_coding	uncharacterized protein	GeneID:23551500
FGSG_04241	gene:FGSG_04241	FGSG_04241	protein_coding	uncharacterized protein	GeneID:23551501
FGSG_04242	gene:FGSG_04242	FGSG_04242	protein_coding	uncharacterized protein	GeneID:23551502
FGSG_04243	gene:FGSG_04243	FGSG_04243	protein_coding	3-ketoacyl-CoA thiolase	GeneID:23551503
FGSG_04244	gene:FGSG_04244	FGSG_04244	protein_coding	uncharacterized protein	GeneID:23551504
FGSG_04245	gene:FGSG_04245	FGSG_04245	protein_coding	calcium-transporting ATPase 3	GeneID:23551505
FGSG_04246	gene:FGSG_04246	FGSG_04246	protein_coding	uncharacterized protein	GeneID:23551506
FGSG_04247	gene:FGSG_04247	FGSG_04247	protein_coding	uncharacterized protein	GeneID:23551507
FGSG_04248	gene:FGSG_04248	FGSG_04248	protein_coding	uncharacterized protein	GeneID:23551508
FGSG_04250	gene:FGSG_04250	FGSG_04250	protein_coding	uncharacterized protein	GeneID:23551509
FGSG_04251	gene:FGSG_04251	FGSG_04251	protein_coding	uncharacterized protein	GeneID:23551510
FGSG_04252	gene:FGSG_04252	FGSG_04252	protein_coding	uncharacterized protein	GeneID:23551511
FGSG_04253	gene:FGSG_04253	FGSG_04253	protein_coding	RNA exonuclease 4	GeneID:23551512
FGSG_04254	gene:FGSG_04254	FGSG_04254	protein_coding	histone acetyltransferase E	GeneID:23551513
FGSG_04255	gene:FGSG_04255	FGSG_04255	protein_coding	uncharacterized protein	GeneID:23551514
FGSG_04256	gene:FGSG_04256	FGSG_04256	protein_coding	uncharacterized protein	GeneID:23551515
FGSG_04257	gene:FGSG_04257	FGSG_04257	protein_coding	uncharacterized protein	GeneID:23551516
FGSG_04258	gene:FGSG_04258	FGSG_04258	protein_coding	postreplication repair E3 ubiquitin-protein ligase rad18	GeneID:23551517
FGSG_04259	gene:FGSG_04259	FGSG_04259	protein_coding	uncharacterized protein	GeneID:23551518
FGSG_04260	gene:FGSG_04260	FGSG_04260	protein_coding	uncharacterized protein	GeneID:23551519
FGSG_04261	gene:FGSG_04261	FGSG_04261	protein_coding	ribose-phosphate pyrophosphokinase 1	GeneID:23551520
FGSG_04262	gene:FGSG_04262	FGSG_04262	protein_coding	uncharacterized protein	GeneID:23551521
FGSG_04263	gene:FGSG_04263	FGSG_04263	protein_coding	uncharacterized protein	GeneID:23551522
FGSG_04264	gene:FGSG_04264	FGSG_04264	protein_coding	uncharacterized protein	GeneID:23551523
FGSG_04265	gene:FGSG_04265	FGSG_04265	protein_coding	uncharacterized protein	GeneID:23551524
FGSG_04266	gene:FGSG_04266	FGSG_04266	protein_coding	uncharacterized protein	GeneID:23551525
FGSG_04267	gene:FGSG_04267	FGSG_04267	protein_coding	uncharacterized protein	GeneID:23551526
FGSG_04268	gene:FGSG_04268	FGSG_04268	protein_coding	uncharacterized protein	GeneID:23551527
FGSG_04270	gene:FGSG_04270	FGSG_04270	protein_coding	uncharacterized protein	GeneID:23551528
FGSG_04271	gene:FGSG_04271	FGSG_04271	protein_coding	uncharacterized protein	GeneID:23551529
FGSG_04272	gene:FGSG_04272	FGSG_04272	protein_coding	uncharacterized protein	GeneID:23551530
FGSG_04273	gene:FGSG_04273	FGSG_04273	protein_coding	uncharacterized protein	GeneID:23551531
FGSG_04274	gene:FGSG_04274	FGSG_04274	protein_coding	uncharacterized protein	GeneID:23551532
FGSG_04275	gene:FGSG_04275	FGSG_04275	protein_coding	uncharacterized protein	GeneID:23551533
FGSG_04276	gene:FGSG_04276	FGSG_04276	protein_coding	uncharacterized protein	GeneID:23551534
FGSG_04277	gene:FGSG_04277	FGSG_04277	protein_coding	uncharacterized protein	GeneID:23551535
FGSG_04278	gene:FGSG_04278	FGSG_04278	protein_coding	mannan polymerase II complex ANP1 subunit	GeneID:23551536
FGSG_04279	gene:FGSG_04279	FGSG_04279	protein_coding	uncharacterized protein	GeneID:23551537
FGSG_04280	gene:FGSG_04280	FGSG_04280	protein_coding	uncharacterized protein	GeneID:23551538
FGSG_04281	gene:FGSG_04281	FGSG_04281	protein_coding	uncharacterized protein	GeneID:23551539
FGSG_04282	gene:FGSG_04282	FGSG_04282	protein_coding	tRNA nucleotidyltransferase	GeneID:23551540
FGSG_04283	gene:FGSG_04283	FGSG_04283	protein_coding	uncharacterized protein	GeneID:23551541
FGSG_04284	gene:FGSG_04284	FGSG_04284	protein_coding	pre-mRNA-splicing factor syf-1	GeneID:23551542
FGSG_04285	gene:FGSG_04285	FGSG_04285	protein_coding	vacuolar ATP synthase subunit D	GeneID:23551543
FGSG_04286	gene:FGSG_04286	FGSG_04286	protein_coding	uncharacterized protein	GeneID:23551544
FGSG_04287	gene:FGSG_04287	FGSG_04287	protein_coding	pentafunctional AROM polypeptide	GeneID:23551545
FGSG_04288	gene:FGSG_04288	FGSG_04288	protein_coding	uncharacterized protein	GeneID:23551546
FGSG_04289	gene:FGSG_04289	FGSG_04289	protein_coding	uncharacterized protein	GeneID:23551547
FGSG_04290	gene:FGSG_04290	FGSG_04290	protein_coding	histone H3	GeneID:23551548
FGSG_04291	gene:FGSG_04291	FGSG_04291	protein_coding	uncharacterized protein	GeneID:23551549
FGSG_04292	gene:FGSG_04292	FGSG_04292	protein_coding	uncharacterized protein	GeneID:23551550
FGSG_04293	gene:FGSG_04293	FGSG_04293	protein_coding	uncharacterized protein	GeneID:23551551
FGSG_04294	gene:FGSG_04294	FGSG_04294	protein_coding	uncharacterized protein	GeneID:23551552
FGSG_04295	gene:FGSG_04295	FGSG_04295	protein_coding	TFIIH basal transcription factor complex helicase subunit	GeneID:23551553
FGSG_04296	gene:FGSG_04296	FGSG_04296	protein_coding	uncharacterized protein	GeneID:23551554
FGSG_04297	gene:FGSG_04297	FGSG_04297	protein_coding	uncharacterized protein	GeneID:23551555
FGSG_04298	gene:FGSG_04298	FGSG_04298	protein_coding	leucine carboxyl methyltransferase 2	GeneID:23551556
FGSG_04299	gene:FGSG_04299	FGSG_04299	protein_coding	uncharacterized protein	GeneID:23551557
FGSG_04300	gene:FGSG_04300	FGSG_04300	protein_coding	uncharacterized protein	GeneID:23551558
FGSG_04301	gene:FGSG_04301	FGSG_04301	protein_coding	uncharacterized protein	GeneID:23551559
FGSG_04302	gene:FGSG_04302	FGSG_04302	protein_coding	uncharacterized protein	GeneID:23551560
FGSG_04303	gene:FGSG_04303	FGSG_04303	protein_coding	uncharacterized protein	GeneID:23551561
FGSG_04304	gene:FGSG_04304	FGSG_04304	protein_coding	uncharacterized protein	GeneID:23551562
FGSG_04305	gene:FGSG_04305	FGSG_04305	protein_coding	uncharacterized protein	GeneID:23551563
FGSG_04306	gene:FGSG_04306	FGSG_04306	protein_coding	uncharacterized protein	GeneID:23551564
FGSG_04307	gene:FGSG_04307	FGSG_04307	protein_coding	uncharacterized protein	GeneID:23551565
FGSG_04308	gene:FGSG_04308	FGSG_04308	protein_coding	uncharacterized protein	GeneID:23551566
FGSG_04309	gene:FGSG_04309	FGSG_04309	protein_coding	2-oxoglutarate dehydrogenase E1 component	GeneID:23551567
FGSG_04310	gene:FGSG_04310	FGSG_04310	protein_coding	uncharacterized protein	GeneID:23551568
FGSG_04311	gene:FGSG_04311	FGSG_04311	protein_coding	uncharacterized protein	GeneID:23551569
FGSG_04312	gene:FGSG_04312	FGSG_04312	protein_coding	uncharacterized protein	GeneID:23551570
FGSG_04313	gene:FGSG_04313	FGSG_04313	protein_coding	1,4-alpha-glucan branching enzyme	GeneID:23551571
FGSG_04314	gene:FGSG_04314	FGSG_04314	protein_coding	uncharacterized protein	GeneID:23551572
FGSG_04315	gene:FGSG_04315	FGSG_04315	protein_coding	cytochrome c oxidase polypeptide V	GeneID:23551573
FGSG_04316	gene:FGSG_04316	FGSG_04316	protein_coding	uncharacterized protein	GeneID:23551574
FGSG_04317	gene:FGSG_04317	FGSG_04317	protein_coding	uncharacterized protein	GeneID:23551575
FGSG_04319	gene:FGSG_04319	FGSG_04319	protein_coding	uncharacterized protein	GeneID:23551576
FGSG_04320	gene:FGSG_04320	FGSG_04320	protein_coding	uncharacterized protein	GeneID:23551577
FGSG_04321	gene:FGSG_04321	FGSG_04321	protein_coding	uncharacterized protein	GeneID:23551578
FGSG_04322	gene:FGSG_04322	FGSG_04322	protein_coding	uncharacterized protein	GeneID:23551579
FGSG_04323	gene:FGSG_04323	FGSG_04323	protein_coding	uncharacterized protein	GeneID:23551580
FGSG_04324	gene:FGSG_04324	FGSG_04324	protein_coding	histone deacetylase	GeneID:23551581
FGSG_04325	gene:FGSG_04325	FGSG_04325	protein_coding	uncharacterized protein	GeneID:23551582
FGSG_04326	gene:FGSG_04326	FGSG_04326	protein_coding	ribosome biogenesis protein BRX1	GeneID:23551583
FGSG_04327	gene:FGSG_04327	FGSG_04327	protein_coding	GTP-binding protein ypt3	GeneID:23551584
FGSG_04328	gene:FGSG_04328	FGSG_04328	protein_coding	uncharacterized protein	GeneID:23551585
FGSG_04329	gene:FGSG_04329	FGSG_04329	protein_coding	uncharacterized protein	GeneID:23551586
FGSG_04330	gene:FGSG_04330	FGSG_04330	protein_coding	uncharacterized protein	GeneID:23551587
FGSG_04331	gene:FGSG_04331	FGSG_04331	protein_coding	uncharacterized protein	GeneID:23551588
FGSG_04332	gene:FGSG_04332	FGSG_04332	protein_coding	uncharacterized protein	GeneID:23551589
FGSG_04333	gene:FGSG_04333	FGSG_04333	protein_coding	uncharacterized protein	GeneID:23551590
FGSG_04334	gene:FGSG_04334	FGSG_04334	protein_coding	uncharacterized protein	GeneID:23551591
FGSG_04335	gene:FGSG_04335	FGSG_04335	protein_coding	uncharacterized protein	GeneID:23551592
FGSG_04336	gene:FGSG_04336	FGSG_04336	protein_coding	uncharacterized protein	GeneID:23551593
FGSG_04339	gene:FGSG_04339	FGSG_04339	protein_coding	uncharacterized protein	GeneID:23551594
FGSG_04340	gene:FGSG_04340	FGSG_04340	protein_coding	uncharacterized protein	GeneID:23551595
FGSG_04341	gene:FGSG_04341	FGSG_04341	protein_coding	uncharacterized protein	GeneID:23551596
FGSG_04342	gene:FGSG_04342	FGSG_04342	protein_coding	uncharacterized protein	GeneID:23551597
FGSG_04343	gene:FGSG_04343	FGSG_04343	protein_coding	fructose-2,6-bisphosphatase	GeneID:23551598
FGSG_04344	gene:FGSG_04344	FGSG_04344	protein_coding	uncharacterized protein	GeneID:23551599
FGSG_04345	gene:FGSG_04345	FGSG_04345	protein_coding	uncharacterized protein	GeneID:23551600
FGSG_04346	gene:FGSG_04346	FGSG_04346	protein_coding	uncharacterized protein	GeneID:23551601
FGSG_04347	gene:FGSG_04347	FGSG_04347	protein_coding	uncharacterized protein	GeneID:23551602
FGSG_04348	gene:FGSG_04348	FGSG_04348	protein_coding	uncharacterized protein	GeneID:23551603
FGSG_04349	gene:FGSG_04349	FGSG_04349	protein_coding	uncharacterized protein	GeneID:23551604
FGSG_04350	gene:FGSG_04350	FGSG_04350	protein_coding	ATP-dependent RNA helicase HAS1	GeneID:23551605
FGSG_04351	gene:FGSG_04351	FGSG_04351	protein_coding	uncharacterized protein	GeneID:23551606
FGSG_04352	gene:FGSG_04352	FGSG_04352	protein_coding	uncharacterized protein	GeneID:23551607
FGSG_04353	gene:FGSG_04353	FGSG_04353	protein_coding	uncharacterized protein	GeneID:23551608
FGSG_04354	gene:FGSG_04354	FGSG_04354	protein_coding	uncharacterized protein	GeneID:23551609
FGSG_04355	gene:FGSG_04355	FGSG_04355	protein_coding	uncharacterized protein	GeneID:23551610
FGSG_04356	gene:FGSG_04356	FGSG_04356	protein_coding	uncharacterized protein	GeneID:23551611
FGSG_04357	gene:FGSG_04357	FGSG_04357	protein_coding	uncharacterized protein	GeneID:23551612
FGSG_04358	gene:FGSG_04358	FGSG_04358	protein_coding	uncharacterized protein	GeneID:23551613
FGSG_04359	gene:FGSG_04359	FGSG_04359	protein_coding	uncharacterized protein	GeneID:23551614
FGSG_04360	gene:FGSG_04360	FGSG_04360	protein_coding	uncharacterized protein	GeneID:23551615
FGSG_04361	gene:FGSG_04361	FGSG_04361	protein_coding	uncharacterized protein	GeneID:23551616
FGSG_04362	gene:FGSG_04362	FGSG_04362	protein_coding	uncharacterized protein	GeneID:23551617
FGSG_04363	gene:FGSG_04363	FGSG_04363	protein_coding	uncharacterized protein	GeneID:23551618
FGSG_04364	gene:FGSG_04364	FGSG_04364	protein_coding	uncharacterized protein	GeneID:23551619
FGSG_04365	gene:FGSG_04365	FGSG_04365	protein_coding	uncharacterized protein	GeneID:23551620
FGSG_04366	gene:FGSG_04366	FGSG_04366	protein_coding	uncharacterized protein	GeneID:23551621
FGSG_04367	gene:FGSG_04367	FGSG_04367	protein_coding	uncharacterized protein	GeneID:23551622
FGSG_04368	gene:FGSG_04368	FGSG_04368	protein_coding	uncharacterized protein	GeneID:23551623
FGSG_04369	gene:FGSG_04369	FGSG_04369	protein_coding	uncharacterized protein	GeneID:23551624
FGSG_04370	gene:FGSG_04370	FGSG_04370	protein_coding	uncharacterized protein	GeneID:23551625
FGSG_04371	gene:FGSG_04371	FGSG_04371	protein_coding	uncharacterized protein	GeneID:23551626
FGSG_04372	gene:FGSG_04372	FGSG_04372	protein_coding	uncharacterized protein	GeneID:23551627
FGSG_04373	gene:FGSG_04373	FGSG_04373	protein_coding	uncharacterized protein	GeneID:23551628
FGSG_04374	gene:FGSG_04374	FGSG_04374	protein_coding	uncharacterized protein	GeneID:23551629
FGSG_04375	gene:FGSG_04375	FGSG_04375	protein_coding	uncharacterized protein	GeneID:23551630
FGSG_04376	gene:FGSG_04376	FGSG_04376	protein_coding	uncharacterized protein	GeneID:23551631
FGSG_04377	gene:FGSG_04377	FGSG_04377	protein_coding	uncharacterized protein	GeneID:23551632
FGSG_04378	gene:FGSG_04378	FGSG_04378	protein_coding	uncharacterized protein	GeneID:23551633
FGSG_04379	gene:FGSG_04379	FGSG_04379	protein_coding	uncharacterized protein	GeneID:23551634
FGSG_04380	gene:FGSG_04380	FGSG_04380	protein_coding	uncharacterized protein	GeneID:23551635
FGSG_04381	gene:FGSG_04381	FGSG_04381	protein_coding	uncharacterized protein	GeneID:23551636
FGSG_04382	gene:FGSG_04382	FGSG_04382	protein_coding	serine/threonine-protein kinase nrc-2	GeneID:23551637
FGSG_04383	gene:FGSG_04383	FGSG_04383	protein_coding	uncharacterized protein	GeneID:23551638
FGSG_04384	gene:FGSG_04384	FGSG_04384	protein_coding	uncharacterized protein	GeneID:23551639
FGSG_04385	gene:FGSG_04385	FGSG_04385	protein_coding	uncharacterized protein	GeneID:23551640
FGSG_04386	gene:FGSG_04386	FGSG_04386	protein_coding	uncharacterized protein	GeneID:23551641
FGSG_04388	gene:FGSG_04388	FGSG_04388	protein_coding	uncharacterized protein	GeneID:23551642
FGSG_04390	gene:FGSG_04390	FGSG_04390	protein_coding	uncharacterized protein	GeneID:23551643
FGSG_04391	gene:FGSG_04391	FGSG_04391	protein_coding	uncharacterized protein	GeneID:23551644
FGSG_04392	gene:FGSG_04392	FGSG_04392	protein_coding	uncharacterized protein	GeneID:23551645
FGSG_04393	gene:FGSG_04393	FGSG_04393	protein_coding	uncharacterized protein	GeneID:23551646
FGSG_04394	gene:FGSG_04394	FGSG_04394	protein_coding	uncharacterized protein	GeneID:23551647
FGSG_04395	gene:FGSG_04395	FGSG_04395	protein_coding	uncharacterized protein	GeneID:23551648
FGSG_04396	gene:FGSG_04396	FGSG_04396	protein_coding	uncharacterized protein	GeneID:23551649
FGSG_04397	gene:FGSG_04397	FGSG_04397	protein_coding	uncharacterized protein	GeneID:23551650
FGSG_04398	gene:FGSG_04398	FGSG_04398	protein_coding	uncharacterized protein	GeneID:23551651
FGSG_04399	gene:FGSG_04399	FGSG_04399	protein_coding	uncharacterized protein	GeneID:23551652
FGSG_04400	gene:FGSG_04400	FGSG_04400	protein_coding	uncharacterized protein	GeneID:23551653
FGSG_04401	gene:FGSG_04401	FGSG_04401	protein_coding	uncharacterized protein	GeneID:23551654
FGSG_04402	gene:FGSG_04402	FGSG_04402	protein_coding	urease accessory protein ureG	GeneID:23551655
FGSG_04403	gene:FGSG_04403	FGSG_04403	protein_coding	uncharacterized protein	GeneID:23551656
FGSG_04404	gene:FGSG_04404	FGSG_04404	protein_coding	uncharacterized protein	GeneID:23551657
FGSG_04407	gene:FGSG_04407	FGSG_04407	protein_coding	uncharacterized protein	GeneID:23551658
FGSG_04408	gene:FGSG_04408	FGSG_04408	protein_coding	uncharacterized protein	GeneID:23551659
FGSG_04409	gene:FGSG_04409	FGSG_04409	protein_coding	uncharacterized protein	GeneID:23551660
FGSG_04410	gene:FGSG_04410	FGSG_04410	protein_coding	proteasome component Y7	GeneID:23551661
FGSG_04411	gene:FGSG_04411	FGSG_04411	protein_coding	uncharacterized protein	GeneID:23551662
FGSG_04412	gene:FGSG_04412	FGSG_04412	protein_coding	uncharacterized protein	GeneID:23551663
FGSG_04413	gene:FGSG_04413	FGSG_04413	protein_coding	uncharacterized protein	GeneID:23551664
FGSG_04414	gene:FGSG_04414	FGSG_04414	protein_coding	uncharacterized protein	GeneID:23551665
FGSG_04415	gene:FGSG_04415	FGSG_04415	protein_coding	uncharacterized protein	GeneID:23551666
FGSG_04416	gene:FGSG_04416	FGSG_04416	protein_coding	uncharacterized protein	GeneID:23551667
FGSG_04417	gene:FGSG_04417	FGSG_04417	protein_coding	uncharacterized protein	GeneID:23551668
FGSG_04418	gene:FGSG_04418	FGSG_04418	protein_coding	uncharacterized protein	GeneID:23551669
FGSG_04419	gene:FGSG_04419	FGSG_04419	protein_coding	uncharacterized protein	GeneID:23551670
FGSG_04420	gene:FGSG_04420	FGSG_04420	protein_coding	uncharacterized protein	GeneID:23551671
FGSG_04421	gene:FGSG_04421	FGSG_04421	protein_coding	uncharacterized protein	GeneID:23551672
FGSG_04422	gene:FGSG_04422	FGSG_04422	protein_coding	uncharacterized protein	GeneID:23551673
FGSG_04423	gene:FGSG_04423	FGSG_04423	protein_coding	uncharacterized protein	GeneID:23551674
FGSG_04424	gene:FGSG_04424	FGSG_04424	protein_coding	uncharacterized protein	GeneID:23551675
FGSG_04425	gene:FGSG_04425	FGSG_04425	protein_coding	uncharacterized protein	GeneID:23551676
FGSG_04426	gene:FGSG_04426	FGSG_04426	protein_coding	uncharacterized protein	GeneID:23551677
FGSG_04427	gene:FGSG_04427	FGSG_04427	protein_coding	uncharacterized protein	GeneID:23551678
FGSG_04428	gene:FGSG_04428	FGSG_04428	protein_coding	uncharacterized protein	GeneID:23551679
FGSG_04429	gene:FGSG_04429	FGSG_04429	protein_coding	uncharacterized protein	GeneID:23551680
FGSG_04430	gene:FGSG_04430	FGSG_04430	protein_coding	uncharacterized protein	GeneID:23551681
FGSG_04431	gene:FGSG_04431	FGSG_04431	protein_coding	uncharacterized protein	GeneID:23551682
FGSG_04432	gene:FGSG_04432	FGSG_04432	protein_coding	uncharacterized protein	GeneID:23551683
FGSG_04433	gene:FGSG_04433	FGSG_04433	protein_coding	uncharacterized protein	GeneID:23551684
FGSG_04434	gene:FGSG_04434	FGSG_04434	protein_coding	uncharacterized protein	GeneID:23551685
FGSG_04435	gene:FGSG_04435	FGSG_04435	protein_coding	uncharacterized protein	GeneID:23551686
FGSG_04436	gene:FGSG_04436	FGSG_04436	protein_coding	uncharacterized protein	GeneID:23551687
FGSG_04437	gene:FGSG_04437	FGSG_04437	protein_coding	uncharacterized protein	GeneID:23551688
FGSG_04438	gene:FGSG_04438	FGSG_04438	protein_coding	uncharacterized protein	GeneID:23551689
FGSG_04439	gene:FGSG_04439	FGSG_04439	protein_coding	uncharacterized protein	GeneID:23551690
FGSG_04440	gene:FGSG_04440	FGSG_04440	protein_coding	uncharacterized protein	GeneID:23551691
FGSG_04441	gene:FGSG_04441	FGSG_04441	protein_coding	uncharacterized protein	GeneID:23551692
FGSG_04442	gene:FGSG_04442	FGSG_04442	protein_coding	uncharacterized protein	GeneID:23551693
FGSG_04443	gene:FGSG_04443	FGSG_04443	protein_coding	uncharacterized protein	GeneID:23551694
FGSG_04444	gene:FGSG_04444	FGSG_04444	protein_coding	uncharacterized protein	GeneID:23551695
FGSG_04445	gene:FGSG_04445	FGSG_04445	protein_coding	uncharacterized protein	GeneID:23551696
FGSG_04446	gene:FGSG_04446	FGSG_04446	protein_coding	uncharacterized protein	GeneID:23551697
FGSG_04447	gene:FGSG_04447	FGSG_04447	protein_coding	uncharacterized protein	GeneID:23551698
FGSG_04448	gene:FGSG_04448	FGSG_04448	protein_coding	uncharacterized protein	GeneID:23551699
FGSG_04449	gene:FGSG_04449	FGSG_04449	protein_coding	uncharacterized protein	GeneID:23551700
FGSG_04450	gene:FGSG_04450	FGSG_04450	protein_coding	uncharacterized protein	GeneID:23551701
FGSG_04451	gene:FGSG_04451	FGSG_04451	protein_coding	uncharacterized protein	GeneID:23551702
FGSG_04452	gene:FGSG_04452	FGSG_04452	protein_coding	uncharacterized protein	GeneID:23551703
FGSG_04453	gene:FGSG_04453	FGSG_04453	protein_coding	uncharacterized protein	GeneID:23551704
FGSG_04454	gene:FGSG_04454	FGSG_04454	protein_coding	superoxide dismutase	GeneID:23551705
FGSG_04455	gene:FGSG_04455	FGSG_04455	protein_coding	uncharacterized protein	GeneID:23551706
FGSG_04456	gene:FGSG_04456	FGSG_04456	protein_coding	uncharacterized protein	GeneID:23551707
FGSG_04457	gene:FGSG_04457	FGSG_04457	protein_coding	uncharacterized protein	GeneID:23551708
FGSG_04458	gene:FGSG_04458	FGSG_04458	protein_coding	uncharacterized protein	GeneID:23551709
FGSG_04459	gene:FGSG_04459	FGSG_04459	protein_coding	uncharacterized protein	GeneID:23551710
FGSG_04460	gene:FGSG_04460	FGSG_04460	protein_coding	uncharacterized protein	GeneID:23551711
FGSG_04461	gene:FGSG_04461	FGSG_04461	protein_coding	uncharacterized protein	GeneID:23551712
FGSG_04462	gene:FGSG_04462	FGSG_04462	protein_coding	uncharacterized protein	GeneID:23551713
FGSG_04463	gene:FGSG_04463	FGSG_04463	protein_coding	uncharacterized protein	GeneID:23551714
FGSG_04465	gene:FGSG_04465	FGSG_04465	protein_coding	uncharacterized protein	GeneID:23551715
FGSG_04466	gene:FGSG_04466	FGSG_04466	protein_coding	uncharacterized protein	GeneID:23551716
FGSG_04468	gene:FGSG_04468	FGSG_04468	protein_coding	uncharacterized protein	GeneID:23551717
FGSG_04469	gene:FGSG_04469	FGSG_04469	protein_coding	uncharacterized protein	GeneID:23551718
FGSG_04470	gene:FGSG_04470	FGSG_04470	protein_coding	uncharacterized protein	GeneID:23551719
FGSG_04471	gene:FGSG_04471	FGSG_04471	protein_coding	uncharacterized protein	GeneID:23551720
FGSG_04472	gene:FGSG_04472	FGSG_04472	protein_coding	uncharacterized protein	GeneID:23551721
FGSG_04473	gene:FGSG_04473	FGSG_04473	protein_coding	GTP cyclohydrolase-2	GeneID:23551722
FGSG_04474	gene:FGSG_04474	FGSG_04474	protein_coding	uncharacterized protein	GeneID:23551723
FGSG_04475	gene:FGSG_04475	FGSG_04475	protein_coding	uncharacterized protein	GeneID:23551724
FGSG_04476	gene:FGSG_04476	FGSG_04476	protein_coding	uncharacterized protein	GeneID:23551725
FGSG_04477	gene:FGSG_04477	FGSG_04477	protein_coding	uncharacterized protein	GeneID:23551726
FGSG_04478	gene:FGSG_04478	FGSG_04478	protein_coding	uncharacterized protein	GeneID:23551727
FGSG_04479	gene:FGSG_04479	FGSG_04479	protein_coding	peptidyl-prolyl cis-trans isomerase cyp6	GeneID:23551728
FGSG_04480	gene:FGSG_04480	FGSG_04480	protein_coding	uncharacterized protein	GeneID:23551729
FGSG_04481	gene:FGSG_04481	FGSG_04481	protein_coding	mannose-6-phosphate isomerase	GeneID:23551730
FGSG_04482	gene:FGSG_04482	FGSG_04482	protein_coding	uncharacterized protein	GeneID:23551731
FGSG_04483	gene:FGSG_04483	FGSG_04483	protein_coding	ADP-ribosylation factor 6	GeneID:23551732
FGSG_04484	gene:FGSG_04484	FGSG_04484	protein_coding	meiotic mRNA stability protein kinase SSN3	GeneID:23551733
FGSG_04485	gene:FGSG_04485	FGSG_04485	protein_coding	uncharacterized protein	GeneID:23551734
