GO_ID	term_name
GO:0015749	monosaccharide transmembrane transport
GO:0015744	succinate transport
GO:0015729	oxaloacetate transport
GO:0015742	alpha-ketoglutarate transport
GO:0015741	fumarate transport
GO:0015802	basic amino acid transport
GO:0015813	L-glutamate transmembrane transport
GO:0015811	L-cystine transport
GO:0015810	aspartate transmembrane transport
GO:0015851	nucleobase transport
GO:0015848	spermidine transport
GO:0015847	putrescine transport
GO:0012507	ER to Golgi transport vesicle membrane
GO:0012505	endomembrane system
GO:0010737	obsolete protein kinase A signaling
GO:0010821	regulation of mitochondrion organization
GO:0010833	telomere maintenance via telomere lengthening
GO:0010792	DNA double-strand break processing involved in repair via single-strand annealing
GO:0010509	intracellular polyamine homeostasis
GO:0010628	positive regulation of gene expression
GO:0010608	post-transcriptional regulation of gene expression
GO:0010513	positive regulation of phosphatidylinositol biosynthetic process
GO:0010521	telomerase inhibitor activity
GO:0010571	positive regulation of nuclear cell cycle DNA replication
GO:0010906	regulation of glucose metabolic process
GO:0010945	coenzyme A diphosphatase activity
GO:0010923	negative regulation of phosphatase activity
GO:0010970	transport along microtubule
GO:0010971	positive regulation of G2/M transition of mitotic cell cycle
GO:0010961	intracellular magnesium ion homeostasis
GO:0010960	magnesium ion homeostasis
GO:0010883	regulation of lipid storage
GO:0010998	regulation of translational initiation by eIF2 alpha phosphorylation
GO:0010997	anaphase-promoting complex binding
GO:0010992	ubiquitin recycling
GO:0018738	S-formylglutathione hydrolase activity
GO:0018773	acetylpyruvate hydrolase activity
GO:0016531	copper chaperone activity
GO:0016532	superoxide dismutase copper chaperone activity
GO:0016514	SWI/SNF complex
GO:0016504	peptidase activator activity
GO:0016570	obsolete histone modification
GO:0016573	obsolete histone acetylation
GO:0016574	obsolete histone ubiquitination
GO:0016575	obsolete histone deacetylation
GO:0016578	obsolete histone deubiquitination
GO:0016558	protein import into peroxisome matrix
GO:0016559	peroxisome fission
GO:0016560	protein import into peroxisome matrix, docking
GO:0016567	protein ubiquitination
GO:0016538	cyclin-dependent protein serine/threonine kinase regulator activity
GO:0016591	RNA polymerase II, holoenzyme
GO:0016592	mediator complex
GO:0016593	Cdc73/Paf1 complex
GO:0016594	glycine binding
GO:0016597	amino acid binding
GO:0016598	protein arginylation
GO:0016579	protein deubiquitination
GO:0016586	RSC-type complex
GO:0018812	3-hydroxyacyl-CoA dehydratase activity
GO:0018580	nitronate monooxygenase activity
GO:0018576	catechol 1,2-dioxygenase activity
GO:0016491	oxidoreductase activity
GO:0016480	negative regulation of transcription by RNA polymerase III
GO:0016485	protein processing
GO:0018958	phenol-containing compound metabolic process
GO:0016602	CCAAT-binding factor complex
GO:0016603	glutaminyl-peptide cyclotransferase activity
GO:0016604	nuclear body
GO:0016605	PML body
GO:0016607	nuclear speck
GO:0016767	obsolete geranylgeranyl-diphosphate geranylgeranyltransferase activity
GO:0016773	phosphotransferase activity, alcohol group as acceptor
GO:0016755	aminoacyltransferase activity
GO:0016757	glycosyltransferase activity
GO:0016758	hexosyltransferase activity
GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups
GO:0016746	acyltransferase activity
GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups
GO:0016740	transferase activity
GO:0016799	hydrolase activity, hydrolyzing N-glycosyl compounds
GO:0016788	hydrolase activity, acting on ester bonds
GO:0016790	thiolester hydrolase activity
GO:0016791	phosphatase activity
GO:0016798	hydrolase activity, acting on glycosyl bonds
GO:0016779	nucleotidyltransferase activity
GO:0016780	phosphotransferase activity, for other substituted phosphate groups
GO:0016783	sulfurtransferase activity
GO:0016787	hydrolase activity
GO:0018423	protein C-terminal leucine carboxyl O-methyltransferase activity
GO:0018401	peptidyl-proline hydroxylation to 4-hydroxy-L-proline
GO:0018478	malonate-semialdehyde dehydrogenase (acetylating) activity
GO:0018444	translation release factor complex
GO:0018364	peptidyl-glutamine methylation
GO:0016717	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water
GO:0016701	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen
GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
GO:0016706	2-oxoglutarate-dependent dioxygenase activity
GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen
GO:0016887	ATP hydrolysis activity
GO:0016879	ligase activity, forming carbon-nitrogen bonds
GO:0016884	carbon-nitrogen ligase activity, with glutamine as amido-N-donor
GO:0016872	intramolecular lyase activity
GO:0016857	racemase and epimerase activity, acting on carbohydrates and derivatives
GO:0016899	oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor
GO:0016805	dipeptidase activity
GO:0016807	cysteine-type carboxypeptidase activity
GO:0016843	amine-lyase activity
GO:0016846	carbon-sulfur lyase activity
GO:0016853	isomerase activity
GO:0016832	aldehyde-lyase activity
GO:0016833	oxo-acid-lyase activity
GO:0016836	hydro-lyase activity
GO:0016837	carbon-oxygen lyase activity, acting on polysaccharides
GO:0016838	carbon-oxygen lyase activity, acting on phosphates
GO:0016841	ammonia-lyase activity
GO:0016829	lyase activity
GO:0016830	carbon-carbon lyase activity
GO:0016831	carboxy-lyase activity
GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
GO:0016811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
GO:0016813	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines
GO:0016817	hydrolase activity, acting on acid anhydrides
GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
GO:0016992	lipoate synthase activity
GO:0016977	chitosanase activity
GO:0017183	protein histidyl modification to diphthamide
GO:0017186	peptidyl-pyroglutamic acid biosynthetic process, using glutaminyl-peptide cyclotransferase
GO:0017172	cysteine dioxygenase activity
GO:0017176	phosphatidylinositol N-acetylglucosaminyltransferase activity
GO:0017177	glucosidase II complex
GO:0017178	diphthine-ammonia ligase activity
GO:0017168	5-oxoprolinase (ATP-hydrolyzing) activity
GO:0017150	tRNA dihydrouridine synthase activity
GO:0017157	regulation of exocytosis
GO:0017196	N-terminal peptidyl-methionine acetylation
GO:0017198	obsolete N-terminal peptidyl-serine acetylation
GO:0016920	pyroglutamyl-peptidase activity
GO:0016925	protein sumoylation
GO:0016926	protein desumoylation
GO:0016903	oxidoreductase activity, acting on the aldehyde or oxo group of donors
GO:0016971	flavin-dependent sulfhydryl oxidase activity
GO:0016972	thiol oxidase activity
GO:0016973	poly(A)+ mRNA export from nucleus
GO:0016651	oxidoreductase activity, acting on NAD(P)H
GO:0016652	oxidoreductase activity, acting on NAD(P)H as acceptor
GO:0016653	oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor
GO:0016624	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor
GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors
GO:0016628	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor
GO:0016614	oxidoreductase activity, acting on CH-OH group of donors
GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
GO:0016618	hydroxypyruvate reductase [NAD(P)H] activity
GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
GO:0016671	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor
GO:0016657	obsolete oxidoreductase activity, acting on NAD(P)H, nitrogenous group as acceptor
GO:0017101	aminoacyl-tRNA synthetase multienzyme complex
GO:0017102	methionyl glutamyl tRNA synthetase complex
GO:0017148	negative regulation of translation
GO:0017136	histone deacetylase activity, NAD-dependent
GO:0017118	lipoyltransferase activity
GO:0017119	COG complex
GO:0017125	deoxycytidyl transferase activity
GO:0017108	5'-flap endonuclease activity
GO:0017109	glutamate-cysteine ligase complex
GO:0017110	nucleoside diphosphate phosphatase activity
GO:0017111	ribonucleoside triphosphate phosphatase activity
GO:0017116	single-stranded DNA helicase activity
GO:0017061	S-methyl-5-thioadenosine phosphorylase activity
GO:0017050	obsolete D-erythro-sphingosine kinase activity
GO:0017053	transcription repressor complex
GO:0017054	negative cofactor 2 complex
GO:0017056	structural constituent of nuclear pore
GO:0017057	6-phosphogluconolactonase activity
GO:0017059	serine palmitoyltransferase complex
GO:0017040	N-acylsphingosine amidohydrolase activity
GO:0017070	U6 snRNA binding
GO:0017076	purine nucleotide binding
GO:0018293	protein-FAD linkage
GO:0018283	iron incorporation into metallo-sulfur cluster
GO:0018114	threonine racemase activity
GO:0018105	peptidyl-serine phosphorylation
GO:0018107	peptidyl-threonine phosphorylation
GO:0018026	peptidyl-lysine monomethylation
GO:0018027	peptidyl-lysine dimethylation
GO:0018002	N-terminal peptidyl-glutamic acid acetylation
GO:0018008	N-terminal peptidyl-glycine N-myristoylation
GO:0018064	protein-L-histidine N-tele-methyltransferase activity
GO:0018063	cytochrome c-heme linkage
GO:0018160	peptidyl-pyrromethane cofactor linkage
GO:0018315	molybdenum incorporation into molybdenum-molybdopterin complex
GO:0018343	protein farnesylation
GO:0018342	protein prenylation
GO:0018345	protein palmitoylation
GO:0018344	protein geranylgeranylation
GO:0018279	obsolete protein N-linked glycosylation via asparagine
GO:0018230	peptidyl-L-cysteine S-palmitoylation
GO:0018216	peptidyl-arginine methylation
GO:0019003	GDP binding
GO:0019005	SCF ubiquitin ligase complex
GO:0019008	obsolete molybdopterin synthase complex
GO:0019120	hydrolase activity, acting on halide bonds, in C-halide compounds
GO:0019104	DNA N-glycosylase activity
GO:0019103	pyrimidine nucleotide binding
GO:0019166	trans-2-enoyl-CoA reductase (NADPH) activity
GO:0019158	mannokinase activity
GO:0019148	D-cysteine desulfhydrase activity
GO:0019135	deoxyhypusine monooxygenase activity
GO:0019171	(3R)-hydroxyacyl-[acyl-carrier-protein] dehydratase activity
GO:0019172	glyoxalase III activity
GO:0017022	myosin binding
GO:0017025	TBP-class protein binding
GO:0017017	MAP kinase tyrosine/serine/threonine phosphatase activity
GO:0017000	antibiotic biosynthetic process
GO:0017005	3'-tyrosyl-DNA phosphodiesterase activity
GO:0019310	inositol catabolic process
GO:0019240	L-citrulline biosynthetic process
GO:0019237	centromeric DNA binding
GO:0019239	deaminase activity
GO:0019212	phosphatase inhibitor activity
GO:0019216	regulation of lipid metabolic process
GO:0019287	isopentenyl diphosphate biosynthetic process, mevalonate pathway
GO:0019262	N-acetylneuraminate catabolic process
GO:0019265	obsolete glycine biosynthetic process, by transamination of glyoxylate
GO:0019264	obsolete glycine biosynthetic process from L-serine
GO:0019290	siderophore biosynthetic process
GO:0019367	fatty acid elongation, saturated fatty acid
GO:0019369	arachidonate metabolic process
GO:0019354	siroheme biosynthetic process
GO:0019343	obsolete L-cysteine biosynthetic process via L-cystathionine
GO:0019346	transsulfuration
GO:0019348	obsolete dolichol metabolic process
GO:0019391	glucuronoside catabolic process
GO:0019379	sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)
GO:0019805	quinolinate biosynthetic process
GO:0019887	protein kinase regulator activity
GO:0019888	protein phosphatase regulator activity
GO:0019878	obsolete L-lysine biosynthetic process via aminoadipic acid
GO:0019863	IgE binding
GO:0019867	outer membrane
GO:0019853	L-ascorbic acid biosynthetic process
GO:0019856	pyrimidine nucleobase biosynthetic process
GO:0030203	glycosaminoglycan metabolic process
GO:0019898	extrinsic component of membrane
GO:0030150	protein import into mitochondrial matrix
GO:0030151	molybdenum ion binding
GO:0030145	manganese ion binding
GO:0030149	sphingolipid catabolic process
GO:0030148	sphingolipid biosynthetic process
GO:0030141	secretory granule
GO:0030139	endocytic vesicle
GO:0030132	clathrin coat of coated pit
GO:0030131	clathrin adaptor complex
GO:0030134	COPII-coated ER to Golgi transport vesicle
GO:0030133	transport vesicle
GO:0030136	clathrin-coated vesicle
GO:0030130	clathrin coat of trans-Golgi network vesicle
GO:0030121	AP-1 adaptor complex
GO:0030123	AP-3 adaptor complex
GO:0030122	AP-2 adaptor complex
GO:0030125	clathrin vesicle coat
GO:0030127	COPII vesicle coat
GO:0030126	COPI vesicle coat
GO:0030117	membrane coat
GO:0030196	cyanide hydratase activity
GO:0030170	pyridoxal phosphate binding
GO:0030163	protein catabolic process
GO:0030162	regulation of proteolysis
GO:0030154	cell differentiation
GO:0030159	signaling receptor complex adaptor activity
GO:0030198	extracellular matrix organization
GO:0030705	cytoskeleton-dependent intracellular transport
GO:0030729	acetoacetate-CoA ligase activity
GO:0030527	structural constituent of chromatin
GO:0030515	snoRNA binding
GO:0030586	[methionine synthase] reductase (NADPH) activity
GO:0030570	pectate lyase activity
GO:0030497	fatty acid elongation
GO:0030490	maturation of SSU-rRNA
GO:0030488	tRNA methylation
GO:0030473	nuclear migration along microtubule
GO:0030474	spindle pole body duplication
GO:0030479	actin cortical patch
GO:0030623	U5 snRNA binding
GO:0030628	pre-mRNA 3'-splice site binding
GO:0030627	pre-mRNA 5'-splice site binding
GO:0030620	U2 snRNA binding
GO:0030621	U4 snRNA binding
GO:0030619	U1 snRNA binding
GO:0030600	feruloyl esterase activity
GO:0030639	polyketide biosynthetic process
GO:0030638	polyketide metabolic process
GO:0030692	Noc4p-Nop14p complex
GO:0030695	GTPase regulator activity
GO:0030697	tRNA (uracil(54)-C5)-methyltransferase activity, S-adenosyl methionine-dependent
GO:0030691	Noc2p-Noc3p complex
GO:0030690	Noc1p-Noc2p complex
GO:0030681	multimeric ribonuclease P complex
GO:0030686	90S preribosome
GO:0030688	preribosome, small subunit precursor
GO:0030687	preribosome, large subunit precursor
GO:0030674	protein-macromolecule adaptor activity
GO:0030677	ribonuclease P complex
GO:0030599	pectinesterase activity
GO:0030798	trans-aconitate 2-methyltransferase activity
GO:0030866	cortical actin cytoskeleton organization
GO:0030865	cortical cytoskeleton organization
GO:0030864	cortical actin cytoskeleton
GO:0030833	regulation of actin filament polymerization
GO:0030836	positive regulation of actin filament depolymerization
GO:0030897	HOPS complex
GO:0030896	checkpoint clamp complex
GO:0030870	Mre11 complex
GO:0030544	Hsp70 protein binding
GO:0030943	mitochondrion targeting sequence binding
GO:0030942	endoplasmic reticulum signal sequence receptor activity
GO:0030915	Smc5-Smc6 complex
GO:0030907	MBF transcription complex
GO:0030906	retromer, cargo-selective complex
GO:0030905	retromer, tubulation complex
GO:0030904	retromer complex
GO:0019722	calcium-mediated signaling
GO:0019706	protein-cysteine S-palmitoyltransferase activity
GO:0019702	protein arginine N5-methyltransferase activity
GO:0019748	secondary metabolic process
GO:0019752	carboxylic acid metabolic process
GO:0030100	regulation of endocytosis
GO:0019781	NEDD8 activating enzyme activity
GO:0019784	deNEDDylase activity
GO:0019786	protein-phosphatidylethanolamide deconjugating activity
GO:0019787	ubiquitin-like protein transferase activity
GO:0019773	proteasome core complex, alpha-subunit complex
GO:0019774	proteasome core complex, beta-subunit complex
GO:0019776	Atg8-family ligase activity
GO:0019779	Atg8 activating enzyme activity
GO:0019778	Atg12 activating enzyme activity
GO:0030026	intracellular manganese ion homeostasis
GO:0030011	maintenance of cell polarity
GO:0030010	establishment of cell polarity
GO:0030015	CCR4-NOT core complex
GO:0030014	CCR4-NOT complex
GO:0030008	TRAPP complex
GO:0030007	intracellular potassium ion homeostasis
GO:0030001	metal ion transport
GO:0030003	intracellular monoatomic cation homeostasis
GO:0019693	ribose phosphate metabolic process
GO:0019695	choline metabolic process
GO:0030071	regulation of mitotic metaphase/anaphase transition
GO:0030060	L-malate dehydrogenase (NAD+) activity
GO:0030054	cell junction
GO:0030050	vesicle transport along actin filament
GO:0030042	actin filament depolymerization
GO:0030041	actin filament polymerization
GO:0030036	actin cytoskeleton organization
GO:0030091	protein repair
GO:0019836	symbiont-mediated hemolysis of host erythrocyte
GO:0019843	rRNA binding
GO:0019825	oxygen binding
GO:0019829	ATPase-coupled monoatomic cation transmembrane transporter activity
GO:0019915	lipid storage
GO:0019901	protein kinase binding
GO:0019903	protein phosphatase binding
GO:0019905	syntaxin binding
GO:0019948	SUMO activating enzyme activity
GO:0019953	sexual reproduction
GO:0019941	modification-dependent protein catabolic process
GO:0019933	obsolete cAMP-mediated signaling
GO:0030307	positive regulation of cell growth
GO:0019985	translesion synthesis
GO:0019988	charged-tRNA amino acid modification
GO:0030337	DNA polymerase processivity factor activity
GO:0030332	cyclin binding
GO:0030327	prenylated protein catabolic process
GO:0030328	prenylcysteine catabolic process
GO:0030322	stabilization of membrane potential
GO:0030272	5-formyltetrahydrofolate cyclo-ligase activity
GO:0030267	glyoxylate reductase (NADPH) activity
GO:0030259	obsolete lipid glycosylation
GO:0030242	autophagy of peroxisome
GO:0030246	carbohydrate binding
GO:0030245	cellulose catabolic process
GO:0030248	cellulose binding
GO:0030247	polysaccharide binding
GO:0030234	enzyme regulator activity
GO:0030295	protein kinase activator activity
GO:0030286	dynein complex
GO:0030289	protein phosphatase 4 complex
GO:0030276	clathrin binding
GO:0030428	cell septum
GO:0030427	site of polarized growth
GO:0030429	kynureninase activity
GO:0030422	siRNA processing
GO:0030414	peptidase inhibitor activity
GO:0030411	scytalone dehydratase activity
GO:0030466	silent mating-type cassette heterochromatin formation
GO:0030433	obsolete ubiquitin-dependent ERAD pathway
GO:0030388	fructose 1,6-bisphosphate metabolic process
GO:0030374	obsolete nuclear receptor coactivator activity
GO:0030378	serine racemase activity
GO:0030371	translation repressor activity
GO:0030366	molybdopterin synthase activity
GO:0022627	cytosolic small ribosomal subunit
GO:0022625	cytosolic large ribosomal subunit
GO:0022618	protein-RNA complex assembly
GO:0020037	heme binding
GO:0022841	potassium ion leak channel activity
GO:0022417	obsolete protein maturation by protein folding
GO:0019509	obsolete L-methionine salvage from methylthioadenosine
GO:0019511	peptidyl-proline hydroxylation
GO:0019500	cyanide catabolic process
GO:0019563	glycerol catabolic process
GO:0019551	obsolete glutamate catabolic process to 2-oxoglutarate
GO:0019544	obsolete L-arginine catabolic process to L-glutamate
GO:0019547	obsolete arginine catabolic process to ornithine
GO:0019464	glycine decarboxylation via glycine cleavage system
GO:0019646	aerobic electron transport chain
GO:0019629	obsolete propionate catabolic process, 2-methylcitrate cycle
GO:0019628	urate catabolic process
GO:0019632	shikimate metabolic process
GO:0019631	quinate catabolic process
GO:0019674	NAD+ metabolic process
GO:0019677	NAD+ catabolic process
GO:0019679	obsolete propionate metabolic process, methylcitrate cycle
GO:0019592	mannitol catabolic process
GO:0022904	respiratory electron transport chain
GO:0022900	electron transport chain
GO:0022857	transmembrane transporter activity
GO:0019441	obsolete L-tryptophan catabolic process to L-kynurenine
GO:0019448	L-cysteine catabolic process
GO:0019430	removal of superoxide radicals
GO:0019432	triglyceride biosynthetic process
GO:0019433	triglyceride catabolic process
GO:0019427	obsolete acetyl-CoA biosynthetic process from acetate
GO:0019408	obsolete dolichol biosynthetic process
GO:0031624	ubiquitin conjugating enzyme binding
GO:0031625	ubiquitin protein ligase binding
GO:0031616	spindle pole centrosome
GO:0031681	G-protein beta-subunit binding
GO:0031647	regulation of protein stability
GO:0031597	cytosolic proteasome complex
GO:0031595	nuclear proteasome complex
GO:0031593	polyubiquitin modification-dependent protein binding
GO:0031591	wybutosine biosynthetic process
GO:0031588	nucleotide-activated protein kinase complex
GO:0031573	mitotic intra-S DNA damage checkpoint signaling
GO:0031578	mitotic spindle orientation checkpoint signaling
GO:0031564	transcription antitermination
GO:0031848	protection from non-homologous end joining at telomere
GO:0031369	translation initiation factor binding
GO:0031515	tRNA (m1A) methyltransferase complex
GO:0031519	PcG protein complex
GO:0031510	SUMO activating enzyme complex
GO:0031511	Mis6-Sim4 complex
GO:0031505	fungal-type cell wall organization
GO:0031509	subtelomeric heterochromatin formation
GO:0031507	heterochromatin formation
GO:0031508	pericentric heterochromatin formation
GO:0031501	mannosyltransferase complex
GO:0031543	peptidyl-proline dioxygenase activity
GO:0031533	mRNA capping enzyme complex
GO:0031526	brush border membrane
GO:0031464	Cul4A-RING E3 ubiquitin ligase complex
GO:0031463	Cul3-RING ubiquitin ligase complex
GO:0031468	nuclear membrane reassembly
GO:0031461	cullin-RING ubiquitin ligase complex
GO:0031440	regulation of mRNA 3'-end processing
GO:0031499	TRAMP complex
GO:0031490	chromatin DNA binding
GO:0031491	nucleosome binding
GO:0031901	early endosome membrane
GO:0031902	late endosome membrane
GO:0031956	medium-chain fatty acid-CoA ligase activity
GO:0031942	i-AAA complex
GO:0031934	mating-type region heterochromatin
GO:0031932	TORC2 complex
GO:0031930	mitochondria-nucleus signaling pathway
GO:0031931	TORC1 complex
GO:0031929	TOR signaling
GO:0031990	mRNA export from nucleus in response to heat stress
GO:0031982	vesicle
GO:0031985	Golgi cisterna
GO:0031965	nuclear membrane
GO:0031966	mitochondrial membrane
GO:0031683	G-protein beta/gamma-subunit complex binding
GO:0031431	Dbf4-dependent protein kinase complex
GO:0031428	box C/D methylation guide snoRNP complex
GO:0031429	box H/ACA snoRNP complex
GO:0031422	RecQ family helicase-topoisomerase III complex
GO:0031417	NatC complex
GO:0031418	L-ascorbic acid binding
GO:0031415	NatA complex
GO:0031416	NatB complex
GO:0031410	cytoplasmic vesicle
GO:0031405	lipoic acid binding
GO:0031398	positive regulation of protein ubiquitination
GO:0031390	Ctf18 RFC-like complex
GO:0031391	Elg1 RFC-like complex
GO:0031388	obsolete organic acid phosphorylation
GO:0031386	protein tag activity
GO:0031389	Rad17 RFC-like complex
GO:0031380	nuclear RNA-directed RNA polymerase complex
GO:0032889	regulation of vacuole fusion, non-autophagic
GO:0032880	regulation of protein localization
GO:0032865	ERMES complex
GO:0032797	SMN complex
GO:0032790	ribosome disassembly
GO:0032784	regulation of DNA-templated transcription elongation
GO:0032786	positive regulation of DNA-templated transcription, elongation
GO:0032780	negative regulation of ATP-dependent activity
GO:0032781	positive regulation of ATP-dependent activity
GO:0032777	piccolo histone acetyltransferase complex
GO:0030989	dynein-driven meiotic oscillatory nuclear movement
GO:0030983	mismatched DNA binding
GO:0030976	thiamine pyrophosphate binding
GO:0030975	thiamine binding
GO:0030970	retrograde protein transport, ER to cytosol
GO:0030968	endoplasmic reticulum unfolded protein response
GO:0030956	glutamyl-tRNA(Gln) amidotransferase complex
GO:0030955	potassium ion binding
GO:0030950	establishment or maintenance of actin cytoskeleton polarity
GO:0030951	establishment or maintenance of microtubule cytoskeleton polarity
GO:0032807	DNA ligase IV complex
GO:0031211	endoplasmic reticulum palmitoyltransferase complex
GO:0031210	phosphatidylcholine binding
GO:0031213	RSF complex
GO:0031207	Sec62/Sec63 complex
GO:0031201	SNARE complex
GO:0031204	post-translational protein targeting to membrane, translocation
GO:0031267	small GTPase binding
GO:0031262	Ndc80 complex
GO:0031261	DNA replication preinitiation complex
GO:0031251	PAN complex
GO:0031250	anaerobic ribonucleoside-triphosphate reductase complex
GO:0031297	replication fork processing
GO:0031298	replication fork protection complex
GO:0031032	actomyosin structure organization
GO:0031030	negative regulation of septation initiation signaling
GO:0031021	interphase microtubule organizing center
GO:0031011	Ino80 complex
GO:0031012	extracellular matrix
GO:0031083	BLOC-1 complex
GO:0031080	nuclear pore outer ring
GO:0031087	deadenylation-independent decapping of nuclear-transcribed mRNA
GO:0031071	cysteine desulfurase activity
GO:0031072	heat shock protein binding
GO:0031056	obsolete regulation of histone modification
GO:0031053	primary miRNA processing
GO:0031047	regulatory ncRNA-mediated gene silencing
GO:0031048	regulatory ncRNA-mediated heterochromatin formation
GO:0031097	medial cortex
GO:0032922	circadian regulation of gene expression
GO:0032968	positive regulation of transcription elongation by RNA polymerase II
GO:0032958	inositol phosphate biosynthetic process
GO:0032956	regulation of actin cytoskeleton organization
GO:0032933	SREBP signaling pathway
GO:0032934	sterol binding
GO:0032931	histone H3K56 acetyltransferase activity
GO:0032974	amino acid transmembrane export from vacuole
GO:0031151	histone H3K79 methyltransferase activity
GO:0031145	anaphase-promoting complex-dependent catabolic process
GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
GO:0031144	proteasome localization
GO:0031123	RNA 3'-end processing
GO:0031124	mRNA 3'-end processing
GO:0031122	cytoplasmic microtubule organization
GO:0031179	peptide modification
GO:0031177	phosphopantetheine binding
GO:0031167	rRNA methylation
GO:0031314	extrinsic component of mitochondrial inner membrane
GO:0031222	arabinan catabolic process
GO:0031221	arabinan metabolic process
GO:0031120	snRNA pseudouridine synthesis
GO:0031118	rRNA pseudouridine synthesis
GO:0031119	tRNA pseudouridine synthesis
GO:0031110	regulation of microtubule polymerization or depolymerization
GO:0031105	septin complex
GO:0031106	septin ring organization
GO:0032007	negative regulation of TOR signaling
GO:0032008	positive regulation of TOR signaling
GO:0032050	clathrin heavy chain binding
GO:0032051	clathrin light chain binding
GO:0032045	guanyl-nucleotide exchange factor complex
GO:0032049	cardiolipin biosynthetic process
GO:0032040	small-subunit processome
GO:0032044	DSIF complex
GO:0032036	myosin heavy chain binding
GO:0032012	regulation of ARF protein signal transduction
GO:0032091	negative regulation of protein binding
GO:0032065	maintenance of protein location in cell cortex
GO:0032131	alkylated DNA binding
GO:0032126	eisosome
GO:0032116	SMC loading complex
GO:0032153	cell division site
GO:0032147	activation of protein kinase activity
GO:0032133	chromosome passenger complex
GO:0032182	ubiquitin-like protein binding
GO:0032185	septin cytoskeleton organization
GO:0032527	protein exit from endoplasmic reticulum
GO:0032511	late endosome to vacuole transport via multivesicular body sorting pathway
GO:0032508	obsolete DNA duplex unwinding
GO:0032509	endosome transport via multivesicular body sorting pathway
GO:0032447	protein urmylation
GO:0032446	protein modification by small protein conjugation
GO:0032432	actin filament bundle
GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process
GO:0032483	regulation of Rab protein signal transduction
GO:0032472	Golgi calcium ion transport
GO:0032465	regulation of cytokinesis
GO:0032469	endoplasmic reticulum calcium ion homeostasis
GO:0032467	positive regulation of cytokinesis
GO:0032468	Golgi calcium ion homeostasis
GO:0032454	histone H3K9 demethylase activity
GO:0032452	histone demethylase activity
GO:0032456	endocytic recycling
GO:0032549	ribonucleoside binding
GO:0032543	mitochondrial translation
GO:0032541	cortical endoplasmic reticulum
GO:0032545	CURI complex
GO:0032221	Rpd3S complex
GO:0032220	obsolete plasma membrane fusion involved in cytogamy
GO:0032210	regulation of telomere maintenance via telomerase
GO:0032216	glucosaminyl-phosphatidylinositol O-acyltransferase activity
GO:0032265	XMP salvage
GO:0032266	phosphatidylinositol-3-phosphate binding
GO:0032263	GMP salvage
GO:0032264	IMP salvage
GO:0032258	cytoplasm to vacuole targeting by the Cvt pathway
GO:0032259	methylation
GO:0032299	ribonuclease H2 complex
GO:0032300	mismatch repair complex
GO:0032301	MutSalpha complex
GO:0032366	intracellular sterol transport
GO:0032357	oxidized purine DNA binding
GO:0032389	MutLalpha complex
GO:0035145	exon-exon junction complex
GO:0035194	regulatory ncRNA-mediated post-transcriptional gene silencing
GO:0035197	siRNA binding
GO:0035101	FACT complex
GO:0033862	UMP kinase activity
GO:0033617	mitochondrial respiratory chain complex IV assembly
GO:0033615	mitochondrial proton-transporting ATP synthase complex assembly
GO:0033619	membrane protein proteolysis
GO:0033609	oxalate metabolic process
GO:0033540	fatty acid beta-oxidation using acyl-CoA oxidase
GO:0033539	fatty acid beta-oxidation using acyl-CoA dehydrogenase
GO:0033528	S-methylmethionine cycle
GO:0033503	HULC complex
GO:0033573	high-affinity iron permease complex
GO:0033566	gamma-tubulin complex localization
GO:0033565	ESCRT-0 complex
GO:0033554	cellular response to stress
GO:0033557	Slx1-Slx4 complex
GO:0033551	monopolin complex
GO:0033597	mitotic checkpoint complex
GO:0033596	TSC1-TSC2 complex
GO:0033588	elongator holoenzyme complex
GO:0033698	Rpd3L complex
